NAME,COUNTRY,LONGITUDE,LATITUDE,TAMAX,TAMAXDATE,TAMIN,TAMINDATE
SPOKANE INTERNATIONAL AIRPORT, WA US,-117.528,47.6216,11.62,1934,6.51,1985
STREVELL, ID US,-113.25,42.01667,8.83,1958,6.2,1964
SUPERIOR, MT US,-114.8903,47.1929,9.51,2012,5.95,1949
WALLA WALLA REGIONAL AIRPORT, WA US,-118.28694,46.09472,14.06,2015,10.22,1955
WHITEHALL 7 E, MT US,-111.96667,45.86667,7.97,1953,4.84,1955
ONTARIO, OR US,-117.0128,44.0206,12.64,2015,10.25,2011
PASCO TRI CITIES AIRPORT, WA US,-119.11667,46.26667,13.13,2015,11.1,2008
BIG PINEY MARBLETON AIRPORT, WY US,-110.1075,42.58444,4.49,2015,1.21,2019
LOVELOCK DERBY FIELD AIRPORT, NV US,-118.5692,40.0681,12.21,2012,8.93,1949
SALT LAKE CITY, UT US,-111.88333,40.76667,13.62,1934,10.6,1932
WENDOVER USAF AUXILIARY FIELD, UT US,-114.0358,40.7206,12.89,1926,9.63,1984
BAKER KBKR, OR US,-117.83333,44.76667,10.09,1934,6.61,1955
GRAY ARMY AIR FIELD, WA US,-122.58333,47.08333,10.91,1961,9.05,1964
EVERETT PAINE AFB, WA US,-122.28333,47.91667,11.49,1958,8.58,1955
TACOMA MCCHORD AFB, WA US,-122.48333,47.15,11.7,1958,9.17,1955
EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US,-124.1602,40.8097,13.12,1983,10.01,1955
MONTAGUE YREKA MUNICIPAL AIRPORT, CA US,-122.55,41.73333,10.32,1949,10.32,1949
MOUNT SHASTA, CA US,-122.33278,41.3325,12.21,2015,9.49,1998
RED BLUFF MUNICIPAL AIRPORT, CA US,-122.2536,40.1519,18.82,2014,15.62,1948
BELLINGHAM INTERNATIONAL AIRPORT, WA US,-122.53722,48.79389,11.7,2015,8.07,1955
DALLESPORT AIRPORT, WA US,-121.1661,45.6194,14.26,2015,10.44,1960
ELLENSBURG BOWERS FIELD, WA US,-120.53028,47.03389,11.08,2004,6.83,1955
EUGENE MAHLON SWEET FIELD, OR US,-123.2206,44.1278,13.07,2015,10.04,1955
EVERETT SNOHOMISH CO AIRPORT, WA US,-122.28028,47.90778,12.05,2015,8.82,1948
KELSO SOUTHWEST REGIONAL AIRPORT, WA US,-122.89389,46.11667,10.38,1951,9.93,1950
KLAMATH FALLS KINGSLEY FIELD, OR US,-121.73333,42.16667,9.47,1958,6.98,1948
MEDFORD ROGUE VALLEY INTERNATIONAL AIRPORT, OR US,-122.8722,42.3811,14.93,2014,10.74,1948
NORTH HEAD, WA US,-124.07777,46.29888,9.91,1948,9.56,1950
OLYMPIA AIRPORT, WA US,-122.9033,46.9733,11.76,1958,8.68,1955
PORT ANGELES WEATHER BUREAU AIRPORT, WA US,-123.4025,48.13944,9.88,1947,8.51,1950
PORTLAND INTERNATIONAL AIRPORT, OR US,-122.6093,45.5958,14.08,2015,10.03,1964
REDMOND AIRPORT, OR US,-121.1392,44.2558,10.12,1958,6.84,1993
ROSEBURG REGIONAL AIRPORT, OR US,-123.35472,43.23889,15.0,2015,10.78,1955
SALEM AIRPORT MCNARY FIELD, OR US,-123.0011,44.905,13.7,2015,9.84,1893
SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US,-122.3138,47.4444,13.1,2015,8.85,1955
SEATTLE BOEING FIELD, WA US,-122.30083,47.53028,14.26,2015,9.97,1955
SEXTON SUMMIT, OR US,-123.3641,42.6003,10.88,2015,7.24,1948
STAMPEDE PASS, WA US,-121.3372,47.2767,6.66,2005,2.06,1955
STEVENSON, WA US,-121.83333,45.71667,10.8,1951,9.82,1950
TACOMA CITY HALL, WA US,-122.43333,47.25,12.84,1958,9.85,1955
TATOOSH ISLAND WEATHER BUREAU, WA US,-124.73694,48.39361,10.92,1941,8.25,1955
TOLEDO AIRPORT, WA US,-122.81667,46.48333,12.04,1992,9.05,1964
PORTLAND TROUTDALE AIRPORT, OR US,-122.40889,45.55111,14.01,2015,11.25,2011
YAKIMA AIRPORT, WA US,-120.5428,46.5683,12.82,2015,7.97,1985
SEATTLE NAS, WA US,-122.26667,47.68333,13.18,1958,10.11,1955
TILLAMOOK NAS, OR US,-123.8,45.41667,11.16,1947,10.34,1946
WHIDBEY ISLAND NAS, WA US,-122.66667,48.35,11.66,2014,8.25,1955
REDDING MUNICIPAL AIRPORT, CA US,-122.2986,40.5175,19.07,2015,15.66,1998
MONTAGUE SISKIYOU AIRPORT, CA US,-122.46806,41.78139,12.64,2014,10.05,2011
PORTLAND REGIONAL FORECAST OFFICE CITY, OR US,-122.66667,45.53333,14.14,1958,10.05,1893
SEATTLE PORTAGE BAY, WA US,-122.3,47.65,13.45,1958,9.56,1916
ARCATA EUREKA AIRPORT, CA US,-124.10861,40.97806,12.44,2014,9.98,2008
NORTH BEND SOUTHWEST OREGON REGIONAL AIRPORT, OR US,-124.24361,43.41333,12.91,1934,9.69,1911
NEWPORT, OR US,-124.0555,44.643,12.06,1934,8.94,1955
CRESCENT CITY MCNAMARA AIRPORT, CA US,-124.23667,41.78028,12.16,2014,10.11,1951
ANNETTE AIRPORT, AK US,-131.5787,55.0389,9.62,2016,5.77,1955
JUNEAU AIRPORT, AK US,-134.564,58.3566,7.14,2016,2.9,1966
GUSTAVUS, AK US,-135.7089,58.4111,5.99,2016,3.44,1950
HAINES AIRPORT, AK US,-135.5094,59.2433,6.83,2016,2.87,1932
KETCHIKAN AIRPORT, AK US,-131.65,55.35,9.3,1958,5.84,1916
PETERSBURG 1, AK US,-132.9372,56.8055,7.81,2016,3.91,1955
PALMER AIRPORT, AK US,-149.0916,61.5961,4.96,2016,0.92,1999
SITKA AIRPORT, AK US,-135.3647,57.0481,8.52,1993,5.57,1955
SKAGWAY AIRPORT, AK US,-135.3239,59.4556,8.4,2016,4.43,2008
YAKUTAT AIRPORT, AK US,-139.6712,59.512,6.68,2016,1.45,1966
KLAWOCK AIRPORT, AK US,-133.075,55.58,9.1,2016,6.39,2012
SITKA 1 NE, AK US,-135.3266,57.0574,7.8,2016,5.2,2008
GUSTAVUS 2 NE, AK US,-135.69,58.4292,6.24,2016,5.0,2018
METLAKATLA 6 S, AK US,-131.5877,55.0455,9.03,2016,7.47,2017
YAKUTAT 3 SSE, AK US,-139.685,59.5087,5.51,2019,4.03,2017
MIDDLETON ISLAND, AK US,-146.33333,59.43333,6.73,1957,4.6,1956
MIDDLETON ISLAND, AK US,-146.33333,59.43333,6.36,1960,5.92,1962
KODIAK AIRPORT, AK US,-152.4855,57.7511,7.19,2016,2.43,1975
KING SALMON AIRPORT, AK US,-156.6563,58.6829,5.41,2016,-2.48,1956
ILIAMNA AIRPORT, AK US,-154.9089,59.7494,5.64,2019,-2.13,1956
HOMER AIRPORT, AK US,-151.4908,59.642,6.52,2014,0.48,1956
PORT HEIDEN AIRPORT, AK US,-158.63167,56.95917,4.23,1987,0.26,1975
SELDOVIA AIRPORT, AK US,-151.70167,59.44333,6.58,2019,2.29,1999
KING SALMON 42 SE, AK US,-155.9225,58.2077,4.18,2019,2.81,2018
CAPE AFB FORT GLENN, AK US,-167.9,53.38333,4.29,1945,3.75,1946
COLD BAY THORNBROUGH AFB, AK US,-162.71667,55.2,3.82,1951,2.35,1943
CAPE NEWENHAM AFS, AK US,-162.06667,58.65,0.66,1963,-0.64,1955
COLD BAY AIRPORT, AK US,-162.7324,55.2207,5.88,2014,1.45,1971
ST GEORGE ISLAND AIRPORT, AK US,-169.565,56.6,4.57,2018,0.31,2012
SAND POINT 1 ENE, AK US,-160.466,55.3473,6.48,2016,2.31,2012
ADAK AIRPORT, AK US,-176.65,51.88333,5.63,1984,3.64,1976
ST. PAUL 4 NE, AK US,-170.2119,57.1575,4.28,2019,-0.81,2012
SAINT PAUL ISLAND AIRPORT, AK US,-170.2222,57.1552,4.66,2016,-1.11,1976
ANCHORAGE ELMENDORF AFB, AK US,-149.79361,61.25306,3.59,1957,0.08,1971
LADD AAB, AK US,-147.58333,64.85,-0.65,1957,-5.43,1956
EIELSON FIELD, AK US,-147.08333,64.68333,-1.55,1957,-5.91,1956
ANCHORAGE MERRILL FIELD, AK US,-149.855,61.21694,5.3,2016,-0.56,1917
CORDOVA AIRPORT, AK US,-145.4511,60.4888,6.9,1926,1.26,1972
FAIRBANKS INTERNATIONAL AIRPORT, AK US,-147.8761,64.8039,-0.01,1981,-5.97,1956
NORTHWAY AIRPORT, AK US,-141.9878,62.9617,-1.98,2019,-8.34,1956
FORT YUKON, AK US,-145.26667,66.56667,-3.77,1940,-8.69,1956
SUMMIT AIRPORT, AK US,-149.12722,63.33139,-1.8,1957,-5.7,1956
BIG DELTA AIRPORT, AK US,-145.7214,63.9944,1.24,2016,-4.97,1956
EAGLE AIRPORT, AK US,-141.14833,64.77667,-0.76,2019,-5.24,1999
GULKANA AIRPORT, AK US,-145.4588,62.1591,-0.46,1987,-5.34,1972
NENANA MUNICIPAL AIRPORT, AK US,-149.07167,64.55,1.02,2019,-6.83,1956
NORTH DUTCH ISLAND CAA, AK US,-147.8,60.76667,5.37,1944,4.65,1946
SEWARD AIRPORT, AK US,-149.41667,60.12833,6.77,2016,2.27,1933
SHEEP MOUNTAIN AIRPORT, AK US,-147.50694,61.81194,-0.6,1947,-3.23,1961
TANACROSS CAA AIRPORT, AK US,-143.33333,63.38333,-3.63,1942,-7.45,1956
VALDEZ WEATHER SERVICE OFFICE, AK US,-146.3517,61.1303,4.92,1997,0.46,1956
YAKATAGA AIRPORT, AK US,-142.5,60.08333,5.24,1963,3.15,1956
ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US,-150.0278,61.169,5.3,2016,-0.49,1956
ELMENDORF 2 AFB, AK US,-149.8,61.25,1.69,1954,0.74,1955
ANCHORAGE PARK STRIP, AK US,-149.86667,61.21667,3.11,1969,0.85,1966
ANCHORAGE LAKE HOOD SEA PLANE BASE, AK US,-149.96639,61.17806,5.34,2019,1.76,1999
PORTAGE GLACIER VISITOR CENTER, AK US,-148.83889,60.785,5.03,2016,1.04,1999
FAIRBANKS 11 NE, AK US,-147.51,64.9735,1.83,2016,-2.31,2008
GALENA AIRPORT, AK US,-156.93444,64.73667,-2.02,1957,-7.15,1956
KALTAG AIRPORT, AK US,-158.74167,64.32667,-0.61,2014,-3.74,2011
UMIAT AIRPORT, AK US,-152.14,69.36944,-9.59,1950,-13.5,1952
GALENA AIRPORT, AK US,-156.9,64.71667,-3.52,1950,-5.26,1951
MCGRATH AIRPORT, AK US,-155.6103,62.9574,0.03,2016,-6.35,1956
SKWENTNA, AK US,-151.2169,61.9772,2.56,2002,-1.96,1955
ANIAK AIRPORT, AK US,-159.54304,61.58159,0.29,1957,-3.8,1961
BETTLES CAA, AK US,-151.71667,66.9,-4.77,1950,-6.94,1948
FAREWELL FAA AIRPORT, AK US,-153.88333,62.51667,-1.13,1957,-6.22,1956
KENAI AIRPORT, AK US,-151.2391,60.5797,4.46,2016,-1.79,1975
TALKEETNA AIRPORT, AK US,-150.095,62.32,4.77,2003,-1.55,1972
TANANA AIRPORT, AK US,-152.1067,65.175,-1.36,1940,-7.66,1956
BETTLES AIRPORT, AK US,-151.5154,66.9169,-2.42,2016,-8.88,1956
SPARREVOHN MOUNTAIN AFS, AK US,-155.58333,61.1,-3.65,1956,-3.65,1956
INDIAN MOUNTAIN AFS, AK US,-153.7,66.0,-3.03,1957,-7.34,1956
TATLINA AIRPORT, AK US,-155.97639,62.89417,0.3,1981,-4.59,1956
PORT ALSWORTH 1 SW, AK US,-154.3196,60.1951,4.46,2016,-1.39,2012
KENAI 29 ENE, AK US,-150.4484,60.7237,3.55,2019,-0.98,2012
IVOTUK 1 NNE, AK US,-155.7506,68.4851,-8.7,2015,-8.7,2015
DEADHORSE 3 S, AK US,-148.4644,70.1618,-8.88,2018,-8.88,2018
BETHEL AIRPORT, AK US,-161.8293,60.785,2.66,2016,-4.09,1939
KOTZEBUE AIRPORT, AK US,-162.6333,66.8667,-1.24,2016,-8.61,1964
NOME AIRPORT, AK US,-165.44,64.5111,0.33,2016,-6.02,1920
WALES, AK US,-168.05,65.61667,-3.62,1967,-7.91,1964
MOSES POINT, AK US,-162.05,64.7,-2.34,1957,-6.2,1956
UNALAKLEET FIELD, AK US,-160.8,63.88333,-1.29,1957,-6.04,1956
CAPE LISBURNE AFS, AK US,-166.13333,68.86667,-7.25,1954,-9.22,1956
NORTHEAST CAPE, AK US,-168.96667,63.31667,-0.81,1967,-5.28,1964
CAPE ROMANZOF AFS, AK US,-166.03333,61.78333,-1.12,1963,-3.25,1961
TIN CITY, AK US,-167.92139,65.56306,-3.99,1967,-8.15,1976
KIVALINA AIRPORT, AK US,-164.54833,67.73167,-3.08,2014,-7.86,2012
DEERING AIRPORT, AK US,-162.76389,66.06889,-2.88,2015,-5.02,2005
RED DOG MINE 3 SSW, AK US,-162.9212,68.0277,-1.48,2016,-5.72,2012
GAMBELL AIRPORT, AK US,-171.73278,63.76667,-2.26,1950,-5.17,1944
BARTER ISLAND WEATHER SERVICE OFFICE AIRPORT, AK US,-143.57694,70.13389,-10.16,1962,-15.45,1974
DEADHORSE, AK US,-148.4772,70.1917,-6.83,2019,-11.74,2001
BARROW AIRPORT, AK US,-156.7815,71.2834,-7.23,2016,-15.21,1964
WAINWRIGHT AIRPORT, AK US,-159.995,70.63917,-8.52,2007,-14.59,1964
NUIQSUT AIRPORT, AK US,-151.00167,70.21167,-7.28,2019,-11.87,2001
UTQIA VIK FORMERLY BARROW 4 ENE, AK US,-156.611,71.3213,-6.87,2019,-11.23,2004
AMCHITKA ISLAND, AK US,179.25,51.38333,3.42,1949,3.42,1949
SHEMYA ISLAND, AK US,174.1,52.71667,4.08,1951,3.2,1953
ATTU NS, AK US,173.16667,52.8,4.35,1950,3.26,1949
SHEMYA AFB, AK US,174.1,52.71667,4.63,1986,2.98,1964
ARTESIA 2 WNW, NM US,-104.4569,32.8546,17.42,2012,16.35,2013
GRANTS 2 S, NM US,-107.8303,35.1188,10.76,2012,9.98,2011
BLUFF 32 NW, UT US,-109.9886,37.601,11.93,2012,10.28,2013
BUENA VISTA 2 SSE, CO US,-106.1219,38.811,7.3,2012,5.27,2013
AMADO 23 W, AZ US,-111.4481,31.6922,17.86,2012,17.21,2011
COLORADO SPRINGS 23 NW, CO US,-105.0879,39.0878,6.63,2012,5.16,2013
CLOVIS 7 N, NM US,-103.1744,34.5119,15.13,2012,13.35,2013
RAMAH 9 SE, NM US,-108.3635,35.0461,8.46,2012,7.24,2011
MONTICELLO 24 NW, UT US,-109.6165,38.1402,13.12,2012,11.16,2013
TSAILE 1 SSW, AZ US,-109.2181,36.292,9.08,2012,7.88,2011
BLANDING 26 SSW, UT US,-109.6074,37.2667,13.88,2012,12.6,2013
CEDAR CITY 18 SSE, UT US,-113.2248,37.4572,12.93,2012,11.03,2011
MEXICAN HAT 10 NW, UT US,-109.9877,37.2507,12.18,2012,10.6,2013
HAGERMAN 10 ESE, NM US,-104.1617,33.0875,17.17,2012,16.27,2013
VAUGHN 36 SSE, NM US,-104.9303,34.1373,15.0,2012,13.56,2013
AZTEC 43 E, NM US,-107.2189,36.7499,6.7,2012,5.38,2013
WHITERIVER A 1 SW, AZ US,-109.9831,33.8209,13.64,2012,12.69,2013
ELIDA 14 SW, NM US,-103.8431,33.8076,15.25,2012,13.95,2013
SPANISH VALLEY 25 SW, UT US,-109.8539,38.313,12.85,2012,10.68,2013
LAS VEGAS 6 NE, NM US,-105.1432,35.6633,11.14,2012,9.51,2013
HACHITA 7 ESE, NM US,-108.202,31.888,15.48,2012,14.7,2013
PINON 8 SSE, NM US,-105.3357,32.5122,14.81,2012,13.57,2013
HANFORD MUNICIPAL AIRPORT, CA US,-119.62889,36.31889,18.92,2014,16.31,2011
RAMONA AIRPORT, CA US,-116.91583,33.0375,17.29,2014,14.98,1999
OCEANSIDE MUNICIPAL AIRPORT, CA US,-117.34944,33.21944,17.61,2015,15.15,2002
LAS VEGAS AIR TERMINAL, NV US,-115.19583,36.21167,21.53,2017,19.63,2011
TUCSON 11 W, AZ US,-111.1696,32.2395,22.32,2017,20.49,2004
ELGIN 5 S, AZ US,-110.5087,31.5907,16.45,2017,14.78,2010
MERCURY 3 SSW, NV US,-116.0225,36.624,18.32,2017,16.19,2011
BAKER 5 W, NV US,-114.209,39.0118,10.27,2015,8.18,2011
STOVEPIPE WELLS 1 SW, CA US,-117.1449,36.602,26.03,2017,24.18,2011
TONOPAH TEST RANGE NUMBER 74 NELLIS AFB, NV US,-116.26417,37.61722,12.54,2007,12.54,2007
FORT HUACHUCA PIONEER AIRFIELD, AZ US,-110.42806,31.60722,18.3,2017,16.83,2019
TORREY 7 E, UT US,-111.2935,38.3028,11.81,2017,9.71,2010
YOSEMITE VILLAGE 12 W, CA US,-119.8208,37.7592,11.41,2014,8.42,2010
FALLBROOK 5 NE, CA US,-117.1904,33.4392,20.08,2014,17.33,2010
SANTA BARBARA 11 W, CA US,-119.8796,34.4141,16.22,2015,13.86,2011
YUMA 27 ENE, AZ US,-114.1884,32.835,24.02,2017,22.4,2011
WILLIAMS 35 NNW, AZ US,-112.3374,35.7552,12.04,2017,10.38,2011
PHOENIX 7 S, AZ US,-112.0832,33.3471,22.04,2012,21.24,2011
CAMERON 25 SSE, AZ US,-111.3445,35.5037,14.6,2012,13.08,2013
CAMP VERDE 3 N, AZ US,-111.8431,34.6136,17.09,2012,16.21,2013
COOLIDGE 5 W, AZ US,-111.5326,32.9918,21.26,2012,20.68,2013
SOCORRO 17 WSW, NM US,-107.1872,33.9795,5.55,2012,4.44,2013
PAGE 9 WSW, AZ US,-111.6012,36.8637,18.43,2012,17.0,2013
DELTA 4 NE, UT US,-112.5095,39.3872,11.47,2012,8.86,2013
ST. GEORGE 15 NE, UT US,-113.3794,37.2157,16.3,2011,16.3,2011
MIDWAY 3 NE, UT US,-111.4137,40.5467,9.08,2012,6.77,2011
AJO 29 S, AZ US,-112.8013,31.9497,21.12,2012,20.62,2013
KAYENTA 16 WSW, AZ US,-110.5424,36.6823,10.45,2012,8.91,2011
HEBER 3 SE, AZ US,-110.5656,34.3983,10.19,2012,8.85,2011
MILFORD 42 WNW, UT US,-113.7511,38.5943,11.29,2012,8.44,2013
LAKE HAVASU CITY 19 SE, AZ US,-114.134,34.2529,24.06,2012,23.0,2011
NAGEEZI 18 SSW, NM US,-107.9045,36.0346,11.58,2012,9.89,2013
PRICE 3 E, UT US,-110.7508,39.608,10.69,2012,8.91,2013
GILA BEND 3 ENE, AZ US,-112.6697,32.9649,23.31,2012,22.51,2011
KINGMAN 8 NE, AZ US,-113.934,35.2572,17.01,2012,16.06,2013
SAFFORD 5 NNE, AZ US,-109.6349,32.8563,19.27,2012,18.64,2013
GOODWELL 2 SE, OK US,-101.6097,36.5682,15.19,2012,13.29,2013
FREDONIA 7 SSE, AZ US,-112.453,36.8552,12.9,2012,11.81,2013
MEADVIEW 7 N, AZ US,-114.045,36.0936,19.65,2012,18.83,2013
BEAVER 15 E, UT US,-112.377,38.2731,3.56,2012,2.48,2013
MATTOON CHARLESTON COLES CO AIRPORT, IL US,-88.28028,39.47806,13.54,2012,10.1,2014
PEACHTREE CITY FALCON FIELD, GA US,-84.56694,33.35528,18.73,2019,15.34,1997
EVERGREEN MIDDLETON FIELD, AL US,-87.04417,31.41556,20.81,2019,17.89,2010
GAINESVILLE LEE GILMER MEMORIAL AIRPORT, GA US,-83.83028,34.27194,17.47,2016,15.24,1997
FRANKFORT CAPITAL CITY AIRPORT, KY US,-84.90333,38.18472,14.46,2016,11.79,2014
INDIANAPOLIS EAGLE CREEK AIRPORT, IN US,-86.29583,39.825,13.19,2016,10.05,2014
ANDALUSIA OPP AIRPORT, AL US,-86.39389,31.30889,21.54,2017,19.48,2010
LANCASTER FAIRFIELD CO AIRPORT, OH US,-82.65722,39.75556,12.42,2016,10.0,1997
WHITING FIELD NAS SOUTH, FL US,-87.02306,30.70444,21.06,2007,20.23,2011
CHOCTAW NAVAL OUTLYING FIELD MILTON, FL US,-86.95972,30.50694,19.72,2009,18.94,2014
CLEMSON OCONEE CO AIRPORT, SC US,-82.88639,34.67194,18.91,2016,15.95,2003
DECATUR PRYOR FIELD, AL US,-86.94528,34.6525,17.31,2016,15.25,2014
DESTIN FORT WALTON BEACH AIRPORT, FL US,-86.47167,30.4,22.8,2017,19.74,2010
ORANGEBURG MUNICIPAL AIRPORT, SC US,-80.85806,33.46167,19.21,2017,17.5,2003
HAMILTON BUTLER CO REGIONAL AIRPORT, OH US,-84.52472,39.36444,13.26,2012,11.19,2003
PASCAGOULA LOTT INTERNATIONAL AIRPORT, MS US,-88.53194,30.46361,21.09,2019,18.52,2014
DAYTON WRIGHT BROTHERS AIRPORT, OH US,-84.22639,39.59361,13.21,2019,10.59,2014
JACKSONVILLE CRAIG MUNICIPAL AIRPORT, FL US,-81.5147,30.3361,22.12,2015,19.59,2010
PERRY FOLEY AIRPORT, FL US,-83.57361,30.07194,21.22,2007,19.09,2010
ATLANTA DEKALB PEACHTREE AIRPORT, GA US,-84.30222,33.875,17.99,2016,15.76,2014
ALABASTER SHELBY CO AIRPORT, AL US,-86.78167,33.17833,18.96,2016,15.89,1996
SLIDELL AIRPORT, LA US,-89.82222,30.34333,20.83,2017,19.09,2014
SHELBYVILLE MUNICIPAL AIRPORT, IN US,-85.80333,39.57806,13.71,2012,10.98,2008
COLUMBIA OWENS DOWNTOWN AIRPORT, SC US,-80.99583,33.97056,19.7,2017,17.47,2003
OAK RIDGE ASOS, TN US,-84.2337,36.023,16.64,2016,14.75,2014
BLYTHEVILLE MUNICIPAL AIRPORT, AR US,-89.83083,35.94028,17.65,2016,14.82,2014
GASTONIA MUNICIPAL AIRPORT, NC US,-81.15583,35.19667,17.87,2019,15.15,2003
ROCK HILL YORK CO AIRPORT, SC US,-81.0575,34.98694,17.08,2019,15.34,2014
MONROE AIRPORT, NC US,-80.62056,35.01694,17.32,2019,15.31,2000
CARTERSVILLE AIRPORT, GA US,-84.84861,34.12306,17.46,2019,15.22,2014
GREENWOOD CO AIRPORT, SC US,-82.15917,34.24861,17.86,2016,15.87,2003
CHATTANOOGA WEATHER BUREAU OFFICE, TN US,-85.3,35.06667,17.46,1949,14.46,1917
ASHEVILLE 8 SSW, NC US,-82.6142,35.4945,13.56,2019,11.89,2014
ASHEVILLE 13 S, NC US,-82.5567,35.4185,14.09,2019,12.37,2014
LEES SUMMIT MUNICIPAL AIRPORT, MO US,-94.37139,38.95972,15.34,2012,11.9,2008
WEST PLAINS MUNICIPAL AIRPORT, MO US,-91.9025,36.87806,15.39,2012,12.5,2014
CONROE MONTGOMERY CO AIRPORT, TX US,-95.41389,30.35667,20.86,2016,18.98,1997
HUNTSVILLE MUNICIPAL AIRPORT, TX US,-95.58611,30.74389,21.55,2017,19.52,2014
ST CHARLES CO AIRPORT, MO US,-90.42806,38.92861,14.78,2012,11.62,2014
SHREVEPORT DOWNTOWN AIRPORT, LA US,-93.745,32.54278,20.45,2017,17.77,2014
ARLINGTON MUNICIPAL AIRPORT, TX US,-97.09389,32.66361,20.54,2006,18.27,2013
TULSA RICHARD L JONES JR AIRPORT, OK US,-95.98444,36.03944,17.96,2012,15.27,2002
FORT WORTH ALLIANCE AIRPORT, TX US,-97.31806,32.97333,19.95,2006,17.72,2014
HOUSTON HOOKS MEMORIAL AIRPORT, TX US,-95.55611,30.0675,22.06,2017,19.95,2010
TERRELL MUNICIPAL AIRPORT, TX US,-96.26722,32.71,19.88,2012,18.47,2001
CORSICANA CAMPBELL FIELD, TX US,-96.39889,32.03111,20.74,2016,18.78,2002
GUTHRIE MUNICIPAL AIRPORT, OK US,-97.4142,35.8517,18.47,2012,15.48,2002
MCKINNEY MUNICIPAL AIRPORT, TX US,-96.59139,33.19028,19.58,2012,17.63,2014
NEW IBERIA AIRPORT ACADIANA REGIONAL, LA US,-91.8839,30.0375,21.87,2012,19.77,2002
CHILLICOTHE AGRI SCIENCE CENTER, MO US,-93.57917,39.82333,14.11,2012,10.79,2008
NEW ORLEANS LAKEFRONT AIRPORT, LA US,-90.0288,30.0494,23.4,1999,20.72,2014
MOUNTAIN HOME BAXTER CO REGIONAL AIRPORT, AR US,-92.47028,36.36889,18.01,1999,13.71,2014
MONTICELLO MUNICIPAL AIRPORT, AR US,-91.7556,33.6361,19.45,2005,15.27,1979
RUSSELLVILLE MUNICIPAL AIRPORT, AR US,-93.09472,35.25778,18.21,2012,15.27,2014
MOUNT IDA, AR US,-93.578,34.5467,17.62,2012,15.16,2014
FAYETTEVILLE SPRINGDALE NW AR REGL AIRPORT, AR US,-94.3,36.28333,16.21,2012,13.39,2008
DE QUEEN SEVIER CO AIRPORT, AR US,-94.40083,34.05,17.89,2016,15.75,2014
STILLWATER 2 W, OK US,-97.0914,36.1181,17.41,2012,14.67,2013
STILLWATER 5 WNW, OK US,-97.1082,36.1346,16.8,2012,14.09,2013
WEST MEMPHIS MUNICIPAL AIRPORT, AR US,-90.23444,35.135,17.35,2012,15.74,2003
LAFAYETTE 13 SE, LA US,-91.8731,30.0918,20.88,2017,18.86,2014
MONROE 26 N, LA US,-92.1165,32.8833,18.67,2016,16.26,2014
PALESTINE 6 WNW, TX US,-95.7232,31.7796,20.42,2011,18.3,2014
MANHATTAN 6 SSW, KS US,-96.6098,39.1027,14.51,2012,11.76,2013
FORT POLK FULLERTON LANDING STRIP, LA US,-92.9107,31.0217,20.93,2012,19.73,2013
FORT RILEY MULTIPLE PURPOSE RANGE, KS US,-96.92639,39.29417,14.72,2007,14.72,2007
NORWOOD MEMORIAL AIRPORT, MA US,-71.17361,42.19083,11.5,2018,8.92,2000
WHITEFIELD MOUNT WASHINGTON REGIONAL AIRPORT, NH US,-71.545,44.3675,7.28,2012,4.07,1997
BEVERLY MUNICIPAL AIRPORT, MA US,-70.9175,42.58417,11.14,2012,8.42,2003
DANBURY MUNICIPAL AIRPORT, CT US,-73.48278,41.37139,11.36,2012,8.91,2000
LANCASTER AIRPORT, PA US,-76.29444,40.12028,12.85,2012,10.3,2014
SPRINGFIELD HARTNESS STATE AIRPORT, VT US,-72.51778,43.34361,9.7,2012,6.6,1997
SAINT JOHNSBURY ASOS, VT US,-72.0194,44.42,8.22,2006,5.63,2003
CALDWELL ESSEX CO AIRPORT, NJ US,-74.28306,40.87639,13.0,2012,10.52,2003
ORANGE MUNICIPAL AIRPORT, MA US,-72.29111,42.57,9.93,2012,7.2,2003
WELLSVILLE MUNICIPAL AIRPORT, NY US,-77.99194,42.10944,9.73,2012,6.58,2003
WILLIMANTIC WINDHAM AIRPORT, CT US,-72.18361,41.74194,11.77,2012,9.07,2003
NORTH ADAMS HARRIMAN AIRPORT, MA US,-73.16967,42.69728,9.87,2012,7.64,1997
PLYMOUTH MUNICIPAL AIRPORT, MA US,-70.72944,41.90972,11.41,2010,9.07,2004
JAFFREY MUNICIPAL AIRPORT SILVER RANCH, NH US,-72.00361,42.805,8.67,2016,6.57,1997
MORRISVILLE STOWE STATE AIRPORT, VT US,-72.61444,44.53444,7.91,2012,5.05,1997
FRYEBURG EASTERN SLOPES REGL AIRPORT, ME US,-70.9475,43.99056,8.43,2010,6.18,1997
FULTON OSWEGO CO AIRPORT, NY US,-76.38472,43.34972,10.32,2016,7.56,2003
TAUNTON MUNICIPAL AIRPORT, MA US,-71.02111,41.87556,11.2,2012,9.36,2003
PENN YAN AIRPORT, NY US,-77.05639,42.6425,10.86,2012,8.34,2003
AEROFLEX ANDOVER AIRPORT, NJ US,-74.73633,41.00928,11.11,2016,9.87,2009
MONTAUK AIRPORT, NY US,-71.92333,41.07306,12.29,2006,10.84,2000
